Cleburne County Elementary School,92,96,,,,
Cullman Middle School,92,97,,,,
Newton Elementary School,92,92,,,,
Eastwood Elementary School,92,92,,,,
Walter Jackson Elementary School,92,92,,,,
Brookwood Elementary School,92,90,,,,
Forest Hills School,92,96,,,,
Green Valley Elementary School,92,88,,,,
Gwin Elementary School,92,88,,,,
Trace Crossings Elementary School,92,92,,,,
Rehobeth Elementary School,92,96,,,,
T R Simmons Elementary School,92,90,,,,
Discovery Middle School,92,96,,,,
Legacy Elementary School,92,88,,,,
Moores Mill Intermediate School,92,94,,,,
Guin Elementary School,92,99,,,,
Hutchens Elementary School,92,97,,,,
Baldwin Art And Academics Magnet,92,98,,,,
MacMillan International at McKee,92,96,,,,
Priceville Elementary School,92,93,,,,
Highland Park Elementary School,92,90,,,,
Howell Graves Preschool,92,89,,,,
McBride Elementary School,92,89,,,,
Webster Elementary School,92,89,,,,
Coosa Valley Elementary School,92,92,,,,
Lakewood Elementary School,92,97,,,,
Piedmont Elementary School,92,91,,,,
Chelsea Park Elementary School,92,89,,,,
Forest Oaks Elementary School ,92,87,,,,
Helena Intermediate School,92,87,,,,
Verner Elementary School,92,97,,,,
Northport Elementary School,92,90,,,,
Winfield Elementary School,92,95,,,,
Kinston School,91,92,,,,
Pleasant Home School,91,86,,,,
Cullman City Primary School,91,92,,,,
West Elementary School,91,92,,,,
Gulf Shores Elementary School,91,,,,,
Cherokee Elementary School,91,94,,,,
FE Burleson Elementary School,91,88,,,,
Berry Middle School,91,95,,,,
Ira F Simmons Middle School,91,91,,,,
Spain Park High School,91,94,,,,
Wicksburg High School,91,93,,,,
Bryan Elementary School,91,88,,,,
Creekside Elementary School,91,91,,,,
Creekside Primary School,91,91,,,,
Liberty Middle School,91,94,,,,
Hazel Green Elementary School,91,86,,,,
Lynn Fanning Elementary School,91,91,,,,
Booker T Washington Magnet High School,91,97,,,,
Coldwater Elementary School,91,93,,,,
Piedmont Middle School,91,86,,,,
Helena Elementary School,91,87,,,,
Winfield High School,91,84,,,,
Andalusia Elementary School,90,85,,,,
Brookhill Elementary School,90,78,,,,
Elberta Elementary School,90,93,,,,
Fairhope Middle School,90,97,,,,
Phillips Academy,90,95,,,,
Ramsay High School,90,91,,,,
Locust Fork Elementary,90,88,,,,
McKenzie High School,90,86,,,,
White Plains Elementary School,90,91,,,,
Straughn Middle School,90,91,,,,
Plainview School,90,85,,,,
Holtville Elementary School,90,92,,,,
Redland Elementary School,90,84,,,,
Slocomb Elementary School,90,91,,,,
Gulf Shores High School,90,,,,,
Guntersville Elementary School,90,93,,,,
Hoover High School,90,92,,,,
Hampton Cove Middle School,90,90,,,,
Weatherly Heights Elementary School,90,91,,,,
North Sand Mountain School,90,90,,,,
Bob Jones High School,90,95,,,,
James Clemens High School,90,94,,,,
Central School,90,93,,,,
Endeavor Elementary School,90,87,,,,
New Hope Elementary School,90,91,,,,
Riverton Intermediate School,90,88,,,,
Denton Magnet School of Technology,90,85,,,,
Falkville Elementary School,90,88,,,,
Piedmont High School,90,92,,,,
Saraland Middle School/Adams Campus,90,93,,,,
Robert E. Lee Elementary,90,87,,,,
Oak Mountain High School,90,94,,,,
Wilsonville Elementary School,90,96,,,,
Moody Elementary School,90,93,,,,
Springville Elementary School,90,97,,,,
Walker Elementary School,90,93,,,,
Cordova Elementary School,90,92,,,,
Julian Newman Elementary School,89,82,,,,
Auburn Junior High School,89,94,,,,
Daniel Pratt Elementary School,89,93,,,,
Orange Beach Elementary School,89,99,,,,
W J Carroll Intermediate School,89,86,,,,
Christian School,89,91,,,,
Fruithurst Elementary School,89,83,,,,
Straughn Elementary School,89,90,,,,
GW Long Elementary School,89,91,,,,
Eclectic Elementary School,89,92,,,,
Hillcrest Elementary School,89,91,,,,
Rucker Boulevard Elementary School,89,87,,,,
Mitchell Elementary School,89,89,,,,
Mulkey Elementary School,89,91,,,,
Geneva County Elementary School,89,91,,,,
Crestline Elementary School,89,93,,,,
Homewood Middle School,89,96,,,,
Ashford Elementary School,89,84,,,,
Webb Elementary School,89,93,,,,
Mountain Gap Middle School,89,87,,,,
Bridgeport Elementary School,89,86,,,,
Pisgah High School,89,89,,,,
Maddox Intermediate School,89,89,,,,
Mount Olive Elementary School,89,90,,,,
Brooks Elementary School,89,89,,,,
Lexington School,89,90,,,,
South Smiths Station Elementary School,89,83,,,,
Clark-Shaw Magnet School,89,99,,,,
Muscle Shoals Middle School,89,93,,,,
Oneonta Elementary School,89,90,,,,
Pike Road Intermediate School,89,83,,,,
Saraland High School,89,89,,,,
Chelsea Middle School,89,92,,,,
Oak Mountain Middle School,89,92,,,,
Shelby Elementary School,89,87,,,,
Thompson Intermediate School,88,87,,,,
Arab Junior High School,88,93,,,,
Baldwin County Elementary Virtual School,88,,,,,
Elberta Middle School,88,,,,,
J Larry Newton School,88,89,,,,
Stapleton School,88,91,,,,
Woodstock Elementary School,88,80,,,,
Hayden Elementary School,88,90,,,,
Hayden Primary School,88,89,,,,
Brewton Middle School,88,90,,,,
Alexandria Elementary School,88,90,,,,
Ohatchee Elementary School,88,91,,,,
Ohatchee High School,88,81,,,,
New Bethel Elementary School,88,86,,,,
West Point Elementary School,88,92,,,,
West Point Middle School,88,83,,,,
Highlands Elementary School,88,94,,,,
Glencoe Elementary School,88,83,,,,
Geneva County High School,88,86,,,,
Slocomb Middle School,88,90,,,,
Hartselle High School,88,94,,,,
Hartselle Intermediate School,88,92,,,,
Hartselle Junior High School,88,92,,,,
Farley Elementary School,88,89,,,,
Jones Valley Elementary School,88,88,,,,
Mountain Gap Elementary School,88,,,,,
Dutton Elementary School,88,89,,,,
Kitty Stone Elementary School,88,92,,,,
Oak Grove High School,88,84,,,,
South Lamar School,88,92,,,,
Sulligent School,88,88,,,,
East Limestone High School,88,88,,,,
Monrovia Middle School,88,86,,,,
New Market School,88,84,,,,
Hamilton Elementary School,88,92,,,,
Mary B Austin Elementary School,88,80,,,,
Danville-Neel Elementary School,88,89,,,,
Priceville Junior High School,88,90,,,,
Oneonta Middle School,88,89,,,,
CE Hanna School,88,82,,,,
Horseshoe Bend High School,88,86,,,,
Hewitt-Trussville Middle School,88,93,,,,
Athens Intermediate School,87,79,,,,
Auburn High School,87,93,,,,
Pine Level Elementary School,87,91,,,,
Baldwin County Virtual School,87,90,,,,
Spanish Fort High School,87,88,,,,
Boaz Intermediate School,87,83,,,,
Grove Hill Elementary School,87,84,,,,
Ranburne Elementary School,87,88,,,,
Ranburne High School,87,85,,,,
Zion Chapel High School,87,90,,,,
Cold Springs Elementary School,87,86,,,,
West Point Intermediate School,87,90,,,,
Frances Nungester Elementary School,87,88,,,,
Airport Road Intermediate School,87,88,,,,
Holtville Middle School,87,89,,,,
Gaston Elementary School,87,,,,,
Little Ridge Intermediate School,87,,,,,
Wills Valley Elementary School,87,82,,,,
Red Bay High School,87,87,,,,
Headland Elementary School,87,85,,,,
Cottonwood Elementary School,87,,,,,
Huntsville High School,87,89,,,,
Mount Hope,87,73,,,,
East Smiths Station Elementary School,87,84,,,,
Madison County Virtual Academy,87,,,,,
Owens Cross Roads School,87,87,,,,
Cora Castlen Elementary,87,90,,,,
Semmes Elementary School,87,89,,,,
Blount Elementary School,87,87,,,,
Oxford Elementary School,87,93,,,,
Pelham Oaks,87,91,,,,
Walter M Kennedy School,87,88,,,,
Pike Road Jr High School,87,,,,,
Russellville Elementary School,87,82,,,,
West Elementary School,87,82,,,,
Thurston T Nelson Elementary School,87,92,,,,
Ashville Elementary School,87,93,,,,
Margaret Elementary,87,85,,,,
Springville Middle School,87,93,,,,
Millry High School,87,86,,,,
Washington County High School,87,85,,,,
Arab High School,86,91,,,,
Orange Beach Middle/High School,86,,,,,
Spanish Fort Middle School,86,91,,,,
Cleveland High School,86,84,,,,
Hayden High School,86,89,,,,
Hayden Middle School,86,86,,,,
Locust Fork High School,86,83,,,,
Southeastern School,86,86,,,,
Weaver Elementary School,86,82,,,,
Cedar Bluff High School,86,86,,,,
Centre Elementary School,86,76,,,,
Lineville Elementary School,86,82,,,,
Cullman High School,86,93,,,,
Julian Harris Elementary School,86,85,,,,
Fyffe High School,86,82,,,,
Westside Elementary School,86,77,,,,
Coosada Elementary School,86,87,,,,
Elmore County High School,86,82,,,,
Southside Elementary School,86,88,,,,
Gulf Shores Middle School,86,,,,,
Haleyville Middle School,86,77,,,,
Rehobeth High School,86,81,,,,
Academy For Science & Foreign Language,86,83,,,,
Challenger Elementary School,86,81,,,,
Jacksonville High School,86,84,,,,
Bagley Elementary School,86,89,,,,
Warrior Elementary School,86,87,,,,
Underwood Elementary School,86,84,,,,
Sugar Creek Elementary School,86,82,,,,
Harvest School,86,87,,,,
Madison County High School,86,85,,,,
Madison Cross Roads Elementary School,86,89,,,,
Walnut Grove School,86,88,,,,
Anna F Booth Elementary School,86,94,,,,
Tanner Williams Elementary School,86,87,,,,
Floyd Middle School,86,98,,,,
Northside School,86,91,,,,
Southview Primary School,86,91,,,,
De Armanville Elementary School,86,90,,,,
Sherwood Elementary School,86,95,,,,
Pike Road High School,86,79,,,,
Knight Enloe Elementary School,86,87,,,,
Dixie Elementary School,86,89,,,,
Mount Olive Intermediate School,86,77,,,,
Satsuma High School,86,88,,,,
Caldwell Elementary School,86,93,,,,
Collins Intermediate School,86,89,,,,
Chelsea High School,86,88,,,,
Helena High School,86,87,,,,
Helena Middle,86,92,,,,
Odenville Intermediate School,86,87,,,,
Sycamore School,86,80,,,,
Northridge Middle School,86,90,,,,
Lake View Elementary School,86,87,,,,
Myrtlewood Elementary School,86,89,,,,
Northport Intermediate School,86,,,,,
R E Thompson Intermediate School,86,82,,,,
Fruitdale High School,86,84,,,,
Addison Elementary School,86,84,,,,
Lynn Elementary School,86,81,,,,
Athens Elementary School,85,83,,,,
East Samford School,85,92,,,,
Delta Elementary School,85,84,,,,
Perdido Elementary School,85,88,,,,
West Blocton Elementary School,85,83,,,,
EPIC Alternative Elementary School,85,88,,,,
Oliver K5 School,85,74,,,,
Appalachian  School,85,84,,,,
Blountsville Elementary School,85,85,,,,
Boaz Middle School,85,75,,,,
Alexandria High School,85,78,,,,
Spring Garden High School,85,82,,,,
Clanton Elementary School,85,89,,,,
Cleburne County High School,85,81,,,,
Colbert Heights High School,85,86,,,,
Brantley High School,85,87,,,,
Cold Springs High School,85,91,,,,
Fairview Elementary School,85,89,,,,
Fairview High School,85,91,,,,
Fairview Middle School,85,88,,,,
Good Hope Middle School,85,88,,,,
Holly Pond Elementary School,85,93,,,,
Vinemont Elementary School,85,85,,,,
Midland City Elementary School,85,90,,,,
US Jones Elementary School,85,77,,,,
Wetumpka Elementary School,85,87,,,,
Dauphin Junior High School,85,90,,,,
Flomaton Elementary School,85,90,,,,
Ivalee Elementary School,85,85,,,,
Whitesboro Elementary School,85,93,,,,
Geneva County Middle School,85,85,,,,
Haleyville High School,85,81,,,,
Headland Middle School,85,81,,,,
Houston County High School,85,86,,,,
Rehobeth Middle School,85,91,,,,
Whitesburg Elementary School,85,,,,,
Rosalie Elementary School,85,83,,,,
Gardendale Elementary School,85,87,,,,
McAdory Elementary School,85,80,,,,
Snow Rogers Elementary School,85,89,,,,
Lauderdale County High School,85,87,,,,
Rogers High School,85,92,,,,
Wilson High School,85,81,,,,
Moulton Elementary School,85,87,,,,
Beulah Elementary School,85,74,,,,
Buckhorn Middle School,85,87,,,,
Sweet Water High School,85,91,,,,
Hamilton Middle School,85,85,,,,
Kate D Smith DAR High School,85,90,,,,
Allentown Elementary School,85,82,,,,
Elsie Collier Elementary School,85,91,,,,
Excel High School,85,81,,,,
Eva School,85,86,,,,
Union Hill School,85,89,,,,
Oneonta High School,85,88,,,,
Banks School,85,81,,,,
Mt Olive Primary School,85,77,,,,
Odenville Elementary School,85,86,,,,
Steele Junior High School,85,93,,,,
AH Watwood Elementary School,85,83,,,,
Lincoln Elementary School,85,79,,,,
Reeltown High School,85,88,,,,
Thomasville Elementary School,85,74,,,,
Big Sandy Elementary,85,91,,,,
G W Trenholm Primary School,85,82,,,,
University Charter School,85,78,,,,
Chatom Elementary School,85,91,,,,
Nathaniel H Stephens Elementary School,84,76,,,,
Drake Middle School,84,91,,,,
Rosinton School,84,88,,,,
Silverhill School,84,90,,,,
Cleveland Elementary School,84,85,,,,
Susan Moore Elementary School,84,86,,,,
Brewton Elementary School,84,93,,,,
Pleasant Valley High School,84,86,,,,
Sand Rock High School,84,83,,,,
Conecuh County Junior High School,84,70,,,,
Straughn High School,84,87,,,,
Highland Home School,84,84,,,,
Holtville High School,84,83,,,,
Wetumpka High School,84,88,,,,
Harrand Creek Elementary School,84,90,,,,
Hokes Bluff Elementary School,84,79,,,,
Academy for Academics and Arts Middle School,84,,,,,
Challenger Middle School,84,91,,,,
Hollywood Elementary School,84,81,,,,
Central High School,84,86,,,,
Hatton Elementary School,84,87,,,,
West Smiths Station Elementary School,84,86,,,,
Ardmore High School,84,85,,,,
Blue Springs Elementary School,84,88,,,,
Johnson Elementary School,84,83,,,,
Buckhorn High School,84,85,,,,
Madison County Elementary School,84,83,,,,
Douglas Elementary School,84,76,,,,
J E Turner Elementary,84,89,,,,
Pearl Haskew Elementary,84,88,,,,
Oxford Middle School,84,85,,,,
Pelham Park Middle School,84,84,,,,
Pelham Ridge,84,86,,,,
Gordo Elementary School,84,85,,,,
Gordo High School,84,81,,,,
Rock Mills Junior High School,84,83,,,,
Ladonia Elementary School,84,91,,,,
Montevallo Elementary School,84,86,,,,
Vincent Elementary School,84,90,,,,
Reeltown Elementary School,84,88,,,,
Tallassee Elementary School,84,84,,,,
Northridge High School,84,89,,,,
Faucett-Vestavia Elementary School,84,94,,,,
Bankhead Middle School,84,86,,,,
Valley Junior High School,84,85,,,,
Double Springs Elementary School,84,75,,,,
Jim Pearson Elementary School,83,76,,,,
William L Radney Elementary School,83,83,,,,
Prattville Intermediate School,83,83,,,,
Prattville Junior High School,83,92,,,,
Bay Minette Elementary School,83,79,,,,
Daphne High School,83,90,,,,
Fairhope High School,83,91,,,,
Corley Elementary School,83,89,,,,
Saks High School,83,81,,,,
Centre Middle School,83,80,,,,
Isabella High School,83,82,,,,
Pleasant Grove Elementary School,83,75,,,,
New Brockton Elementary School,83,80,,,,
Cherokee High School,83,81,,,,
Good Hope High School,83,84,,,,
Hanceville Middle School,83,87,,,,
Parkside Elementary School,83,89,,,,
Vinemont Middle School,83,89,,,,
Flomaton High School,83,90,,,,
Glencoe Middle School,83,82,,,,
Fayette County High School,83,87,,,,
Hubbertville School,83,84,,,,
Hibbett School,83,86,,,,
Phil Campbell Elementary School,83,85,,,,
Red Bay Elementary,83,,,,,
Geneva High School,83,84,,,,
Geneva Middle School,83,88,,,,
Haleyville Elementary School,83,85,,,,
Ashford Middle School,83,,,,,
Cottonwood High School,83,86,,,,
Blossomwood Elementary School,83,82,,,,
Section High School,83,86,,,,
West Jefferson Elementary School,83,85,,,,
Brooks High School,83,88,,,,
Cedar Hill Elementary School,83,88,,,,
Meridianville Middle School,83,90,,,,
New Hope High School,83,82,,,,
Sparkman Ninth Grade School,83,82,,,,
O'Rourke Elementary School,83,86,,,,
Taylor White Elementary School,83,82,,,,
Cotaco School,83,87,,,,
Oxford High School,83,81,,,,
South Girard School,83,84,,,,
Pickens County High School,83,77,,,,
Woodland High School,83,82,,,,
Springville High School,83,88,,,,
Winterboro High School,83,81,,,,
Troy Elementary School,83,87,,,,
Maxwell Elementary School,83,88,,,,
Curry Elementary School,83,84,,,,
Curry Middle School,83,85,,,,
Lupton Junior High School,83,82,,,,
McIntosh High School,83,74,,,,
Thompson High School,82,89,,,,
Andalusia High School,82,79,,,,
Attalla Elementary School,82,88,,,,
Prattville Primary School,82,90,,,,
Loxley Elementary School,82,83,,,,
Robertsdale Elementary School,82,85,,,,
Princeton School,82,87,,,,
Boaz Elementary School,82,88,,,,
White Plains High School,82,80,,,,
Ashland Elementary School,82,84,,,,
New Brockton High School,82,87,,,,
Colbert Heights Elementary School,82,86,,,,
Hanceville High School,82,82,,,,
Decatur High School,82,76,,,,
Sylvania School,82,88,,,,
Valley Head High School,82,81,,,,
Eclectic Middle School,82,86,,,,
Stanhope Elmore High School,82,83,,,,
Southside High School,82,87,,,,
Berry Elementary School,82,79,,,,
Fort Payne Middle School,82,82,,,,
Guntersville Middle School,82,85,,,,
Virgil Grissom High School,82,82,,,,
Williams Elementary School,82,79,,,,
Bridgeport Middle School,82,81,,,,
Bryant School,82,88,,,,
Flat Rock School,82,87,,,,
Kermit Johnson School,82,81,,,,
Oak Grove Elementary School,82,84,,,,
Waterloo High School,82,83,,,,
East Lawrence Elementary School,82,89,,,,
Clements High School,82,84,,,,
Sparkman High School,82,81,,,,
Sparkman Middle School,82,81,,,,
Hackleburg Elementary School,82,85,,,,
Robert D Sloman Primary,82,75,,,,
Dunbar Creative Performing Arts,82,88,,,,
Carver Elementary School,82,84,,,,
Priceville High School,82,90,,,,
Muscle Shoals High School,82,90,,,,
Opelika High School,82,85,,,,
Opp Middle School,82,75,,,,
Harry N Mixon Intermediate School,82,76,,,,
Pike Road Elementary School,82,82,,,,
Handley Middle School,82,76,,,,
Russellville High School,82,90,,,,
Scottsboro Junior High School,82,86,,,,
Meadowview Elementary School,82,88,,,,
Calera Intermediate School,82,80,,,,
Moody Middle School,82,90,,,,
BB Comer Memorial Elementary School,82,78,,,,
Munford Elementary School,82,83,,,,
Munford Middle School,82,81,,,,
Thomasville Middle School,82,,,,,
Brookwood Elementary School,82,76,,,,
Winfield Middle School,82,83,,,,
Lynn High School,82,85,,,,
Meek Elementary School,82,89,,,,
Thompson Middle School,81,87,,,,
Prattville Elementary School,81,89,,,,
Prattville Kindergarten School,81,89,,,,
Daphne Middle School,81,88,,,,
JB Pennington High School,81,80,,,,
Susan Moore High School,81,78,,,,
Weaver High School,81,78,,,,
Bob Harding-Shawmut Elementary,81,83,,,,
Huguley Elementary School,81,84,,,,
Lafayette Lanier Elementary School,81,84,,,,
Fleeta School,81,85,,,,
Welti Elementary School,81,82,,,,
Austinville Elementary School,81,76,,,,
Geraldine School,81,77,,,,
Henagar Junior High School,81,76,,,,
Gaston High School,81,83,,,,
Hokes Bluff Middle School,81,71,,,,
Rainbow Middle School,81,85,,,,
Berry High School,81,84,,,,
Fayette Middle School,81,83,,,,
Chapman Elementary School,81,69,,,,
Stevenson Elementary School,81,81,,,,
Stevenson Middle School,81,77,,,,
Concord Elementary School,81,92,,,,
Corner Middle School,81,86,,,,
Mortimer Jordan High School,81,89,,,,
Pinson Elementary School,81,80,,,,
Hatton High School,81,80,,,,
Smiths Station Junior High School,81,84,,,,
Wacoochee Elementary School,81,82,,,,
Piney Chapel Elementary School,81,88,,,,
Hazel Green High School,81,85,,,,
Brilliant School,81,81,,,,
Asbury Elementary School,81,71,,,,
Breitling Elementary School,81,79,,,,
Calcedeaver Elementary School,81,86,,,,
Hollingers Island Elementary School,81,82,,,,
WP Davidson High School,81,82,,,,
Wilson Elementary School,81,78,,,,
Sparkman Elementary School,81,76,,,,
West Morgan Elementary School,81,85,,,,
Joseph W Lisenby Primary School,81,75,,,,
Duran Junior High School,81,84,,,,
Iola Roberts Elementary School,81,82,,,,
Ridgecrest Elementary School,81,84,,,,
Reform Elementary School,81,87,,,,
Pike County Elementary School,81,83,,,,
Randolph County High School,81,78,,,,
Calera Elementary,81,79,,,,
Montevallo Middle School,81,85,,,,
Ashville Middle School,81,82,,,,
Nichols-Lawson Middle School,81,83,,,,
Childersburg Middle School,81,78,,,,
Talladega County Central High,81,77,,,,
Duncanville Middle School,81,85,,,,
Deshler Middle School,81,84,,,,
Addison High School,81,85,,,,
Marbury Middle School,80,81,,,,
Elsanor School,80,87,,,,
White Plains Middle School,80,94,,,,
Thorsby High School,80,77,,,,
Lyeffion Junior High School,80,74,,,,
Luverne High School,80,84,,,,
West Point High School,80,87,,,,
Austin Junior High School,80,86,,,,
Ider School,80,87,,,,
Heard Elementary School,80,96,,,,
Enterprise High School,80,85,,,,
Pinedale Elementary School,80,91,,,,
Fort Payne High School,80,84,,,,
Belgreen High School,80,84,,,,
Sansom Middle School,80,82,,,,
Academy For Science & Foreign Language Middle School,80,,,,,
Williams Middle School,80,74,,,,
Bragg Middle School,80,83,,,,
Bryant Park Elementary,80,,,,,
Clay Elementary School,80,82,,,,
Lipscomb Elementary School,80,73,,,,
McCalla Elementary School,80,86,,,,
North Jefferson Middle School,80,80,,,,
West Limestone High School,80,86,,,,
Douglas High School,80,77,,,,
Kate D Smith DAR Elementary School,80,90,,,,
J U Blacksher School,80,83,,,,
Pelham High School,80,88,,,,
Wadley High School,80,80,,,,
Scottsboro High School,80,83,,,,
Columbiana Middle School,80,84,,,,
Elvin Hill Elementary School,80,83,,,,
BB Comer Memorial High School,80,72,,,,
Dadeville Elementary School,80,74,,,,
Englewood Elementary School,80,87,,,,
Northside Middle School,80,87,,,,
Taylorville Primary School,80,87,,,,
Westwood Elementary School,80,92,,,,
Leroy High School,80,83,,,,
Meek High School,80,84,,,,
Andalusia Junior High,79,87,,,,
Athens High School,79,87,,,,
Foley Elementary School,79,82,,,,
Magnolia School,79,80,,,,
Robertsdale High School,79,79,,,,
Swift Elementary School,79,93,,,,
TR Miller High School,79,86,,,,
Greenville Elementary School,79,71,,,,
Maplesville High School,79,74,,,,
Southern Choctaw High School,79,72,,,,
Cleburne County Middle School,79,81,,,,
Florala High School,79,83,,,,
WS Harlan Elementary School,79,87,,,,
Good Hope Elementary School,79,90,,,,
Good Hope Primary School,79,90,,,,
Hanceville Elementary School,79,87,,,,
Harmony School,79,79,,,,
JE Terry Elementary School,79,87,,,,
Austin High School,79,78,,,,
Collinsville High School,79,79,,,,
Kelly Springs Elementary School,79,82,,,,
Selma Street Elementary School,79,79,,,,
Millbrook Middle School,79,87,,,,
Coppinville School,79,87,,,,
West End Elementary School,79,76,,,,
Eufaula Elementary School,79,73,,,,
Eufaula Primary School,79,73,,,,
Fayette Elementary School,79,76,,,,
East Franklin Junior High School,79,76,,,,
Gadsden Middle School,79,82,,,,
Walnut Park Elementary School,79,76,,,,
Headland High School,79,87,,,,
Academy For Academics & Arts Elementary School,79,79,,,,
Roger B Chaffee Elementary School,79,86,,,,
North Jackson High School,79,78,,,,
Brookville Elementary School,79,79,,,,
Hueytown Intermediate School,79,78,,,,
Shades Valley High School,79,87,,,,
Lamar County High-Intermediate,79,83,,,,
R A Hubbard High School,79,83,,,,
Leeds High School,79,88,,,,
Elkmont High School,79,83,,,,
Hackleburg High School,79,85,,,,
McDavid-Jones Elementary School,79,82,,,,
Danville High School,79,82,,,,
Falkville High School,79,79,,,,
West Morgan Middle School,79,80,,,,
Jeter Primary School,79,88,,,,
Morris Avenue Intermediate School,79,88,,,,
Opelika Middle School,79,81,,,,
Eden Elementary School,79,80,,,,
Russellville Middle School,79,81,,,,
Moody Junior High School,79,87,,,,
Sylacauga High School,79,84,,,,
Charles R Drew Middle School,79,83,,,,
Dadeville High School,79,84,,,,
Carbon Hill Elementary-Junior High School,79,82,,,,
Winston County High School,79,72,,,,
Etowah Middle School,78,82,,,,
Alexandria Middle School,78,80,,,,
Saks Middle School,78,76,,,,
Wellborn High School,78,74,,,,
Chickasaw City Elementary School,78,69,,,,
Verbena High School,78,79,,,,
Southern Choctaw Elementary School,78,70,,,,
Genesis Innovative School,78,71,,,,
Thurgood Marshall Middle School,78,81,,,,
Central High School,78,72,,,,
A M Windham Elementary School,78,78,,,,
Woodmeade Elementary School,78,82,,,,
Ruhuma Junior High School,78,73,,,,
